단축코드,한글명,그룹코드,시장
032850,비트컴퓨터,ST,코스닥
032860,더라미,ST,코스닥
032940,원익,ST,코스닥
032960,동일기연,ST,코스닥
032980,바이온,ST,코스닥
033050,제이엠아이,ST,코스닥
033100,제룡전기,ST,코스닥
033130,디지틀조선,ST,코스닥
033160,엠케이전자,ST,코스닥
033170,시그네틱스,ST,코스닥
033200,모아텍,ST,코스닥
033230,인성정보,ST,코스닥
033290,코웰패션,ST,코스닥
033310,엠투엔,ST,코스닥
033320,제이씨현시스템,ST,코스닥
033340,좋은사람들,ST,코스닥
033500,동성화인텍,ST,코스닥
033540,파라텍,ST,코스닥
033560,블루콤,ST,코스닥
033640,네패스,ST,코스닥
033790,스카이문스테크놀로지,ST,코스닥
033830,티비씨,ST,코스닥
034230,파라다이스,ST,코스닥
034810,해성산업,ST,코스닥
03481K,해성산업1우,ST,코스닥
034940,조아제약,ST,코스닥
034950,한국기업평가,ST,코스닥
035080,그래디언트,ST,코스닥
035200,프럼파스트,ST,코스닥
035290,골드앤에스,ST,코스닥
035460,기산텔레콤,ST,코스닥
035600,KG이니시스,ST,코스닥
035610,솔본,ST,코스닥
035620,바른손이앤에이,ST,코스닥
035760,CJ ENM,ST,코스닥
035810,이지홀딩스,ST,코스닥
035890,서희건설,ST,코스닥
035900,JYP Ent.,ST,코스닥
036000,예림당,ST,코스닥
036010,아비코전자,ST,코스닥
036030,케이티알파,ST,코스닥
036090,위지트,ST,코스닥
036120,SCI평가정보,ST,코스닥
036170,클라우드에어,ST,코스닥
036180,지더블유바이텍,ST,코스닥
036190,금화피에스시,ST,코스닥
036200,유니셈,ST,코스닥
036480,대성미생물,ST,코스닥
036540,SFA반도체,ST,코스닥
036560,영풍정밀,ST,코스닥
036620,감성코퍼레이션,ST,코스닥
036630,세종텔레콤,ST,코스닥
036640,HRS,ST,코스닥
036670,KCI,ST,코스닥
036690,코맥스,ST,코스닥
036710,심텍홀딩스,ST,코스닥
036800,나이스정보통신,ST,코스닥
036810,에프에스티,ST,코스닥
036830,솔브레인홀딩스,ST,코스닥
036890,진성티이씨,ST,코스닥
036930,주성엔지니어링,ST,코스닥
037030,파워넷,ST,코스닥
037070,파세코,ST,코스닥
037230,한국팩키지,ST,코스닥
037330,인지디스플레,ST,코스닥
037350,성도이엔지,ST,코스닥
037370,EG,ST,코스닥
037400,우리엔터프라이즈,ST,코스닥
037440,희림,ST,코스닥
037460,삼지전자,ST,코스닥
037760,쎄니트,ST,코스닥
037950,엘컴텍,ST,코스닥
038010,제일테크노스,ST,코스닥
038060,루멘스,ST,코스닥
038070,서린바이오,ST,코스닥
038110,에코플라스틱,ST,코스닥
038290,마크로젠,ST,코스닥
038340,MIT,ST,코스닥
038390,레드캡투어,ST,코스닥
038460,바이오스마트,ST,코스닥
038500,삼표시멘트,ST,코스닥
038530,케이바이오,ST,코스닥
038540,상상인,ST,코스닥
038620,위즈코프,ST,코스닥
038680,에스넷,ST,코스닥
038870,에코바이오,ST,코스닥
038880,아이에이,ST,코스닥
038950,파인디지털,ST,코스닥
039010,현대에이치티,ST,코스닥
039020,이건홀딩스,ST,코스닥
039030,이오테크닉스,ST,코스닥
039200,오스코텍,ST,코스닥
039240,경남스틸,ST,코스닥
039290,인포뱅크,ST,코스닥
039310,세중,ST,코스닥
039340,한국경제TV,ST,코스닥
039420,케이엘넷,ST,코스닥
039440,에스티아이,ST,코스닥
039560,다산네트웍스,ST,코스닥
039610,화성밸브,ST,코스닥
039740,한국정보공학,ST,코스닥
039830,오로라,ST,코스닥
039840,디오,ST,코스닥
039860,나노엔텍,ST,코스닥
039980,폴라리스AI,ST,코스닥
040160,누리플렉스,ST,코스닥
040300,YTN,ST,코스닥
040350,큐로컴,ST,코스닥
040420,정상제이엘에스,ST,코스닥
040610,SG&G,ST,코스닥
040910,아이씨디,ST,코스닥
041020,폴라리스오피스,ST,코스닥
041190,우리기술투자,ST,코스닥
041440,현대에버다임,ST,코스닥
041460,한국전자인증,ST,코스닥
041510,에스엠,ST,코스닥
041520,이라이콤,ST,코스닥
041590,플래스크,ST,코스닥
041830,인바디,ST,코스닥
041910,에스텍파마,ST,코스닥
041920,메디아나,ST,코스닥
041930,동아화성,ST,코스닥
041960,코미팜,ST,코스닥
042000,카페24,ST,코스닥
042040,케이피엠테크,ST,코스닥
042110,에스씨디,ST,코스닥
042370,비츠로테크,ST,코스닥
042420,네오위즈홀딩스,ST,코스닥
042500,링네트,ST,코스닥
042510,라온시큐어,ST,코스닥
042520,한스바이오메드,ST,코스닥
042600,새로닉스,ST,코스닥
042940,상지카일룸,ST,코스닥
043090,엑서지21,ST,코스닥
043100,솔고바이오,ST,코스닥
043150,바텍,ST,코스닥
043200,파루,ST,코스닥
043220,티에스넥스젠,ST,코스닥
043260,성호전자,ST,코스닥
043340,에쎈테크,ST,코스닥
043360,디지아이,ST,코스닥
043370,피에이치에이,ST,코스닥
043590,웰킵스하이텍,ST,코스닥
043610,지니뮤직,ST,코스닥
043650,국순당,ST,코스닥
043710,서울리거,ST,코스닥
043910,자연과환경,ST,코스닥
044060,조광ILI,ST,코스닥
044180,KD,ST,코스닥
044340,위닉스,ST,코스닥
044480,블레이드 Ent,ST,코스닥
044490,태웅,ST,코스닥
044780,에이치케이,ST,코스닥
044960,이글벳,ST,코스닥
045060,오공,ST,코스닥
045100,한양이엔지,ST,코스닥
045300,성우테크론,ST,코스닥
045340,토탈소프트,ST,코스닥
045390,대아티아이,ST,코스닥
045510,정원엔시스,ST,코스닥
045520,크린앤사이언스,ST,코스닥
045660,에이텍,ST,코스닥
045970,코아시아,ST,코스닥
046070,코다코,ST,코스닥
046120,오르비텍,ST,코스닥
046210,HLB파나진,ST,코스닥
046310,백금T&A,ST,코스닥
046390,삼화네트웍스,ST,코스닥
046440,KG모빌리언스,ST,코스닥
046890,서울반도체,ST,코스닥
046940,우원개발,ST,코스닥
046970,우리로,ST,코스닥
047080,한빛소프트,ST,코스닥
047310,파워로직스,ST,코스닥
047560,이스트소프트,ST,코스닥
047770,코데즈컴바인,ST,코스닥
047820,초록뱀미디어,ST,코스닥
047920,HLB제약,ST,코스닥
048410,현대바이오,ST,코스닥
048430,유라테크,ST,코스닥
048470,대동스틸,ST,코스닥
048530,인트론바이오,ST,코스닥
048550,SM C&C,ST,코스닥
048770,TPC,ST,코스닥
048830,엔피케이,ST,코스닥
048870,시너지이노베이션,ST,코스닥
048910,대원미디어,ST,코스닥
049070,인탑스,ST,코스닥
049080,기가레인,ST,코스닥
049120,파인디앤씨,ST,코스닥
049180,셀루메드,ST,코스닥
049430,코메론,ST,코스닥
049470,SGA,ST,코스닥
049480,오픈베이스,ST,코스닥
049520,유아이엘,ST,코스닥
049550,잉크테크,ST,코스닥
049630,재영솔루텍,ST,코스닥
049720,고려신용정보,ST,코스닥
049830,승일,ST,코스닥
049950,미래컴퍼니,ST,코스닥
049960,쎌바이오텍,ST,코스닥
050090,비케이홀딩스,ST,코스닥
050110,캠시스,ST,코스닥
050120,ES큐브,ST,코스닥
050760,에스폴리텍,ST,코스닥
050860,아세아텍,ST,코스닥
050890,쏠리드,ST,코스닥
050960,수산아이앤티,ST,코스닥
051160,지어소프트,ST,코스닥
051360,토비스,ST,코스닥
051370,인터플렉스,ST,코스닥
051380,피씨디렉트,ST,코스닥
051390,YW,ST,코스닥
051490,나라엠앤디,ST,코스닥
051500,CJ프레시웨이,ST,코스닥
051780,큐로홀딩스,ST,코스닥
051980,중앙첨단소재,ST,코스닥
052020,에스티큐브,ST,코스닥
052220,iMBC,ST,코스닥
052260,현대바이오랜드,ST,코스닥
052300,씨티프라퍼티,ST,코스닥
052330,코텍,ST,코스닥
052400,코나아이,ST,코스닥
052420,오성첨단소재,ST,코스닥
052460,아이크래프트,ST,코스닥
052600,한네트,ST,코스닥
052670,제일바이오,ST,코스닥
052710,아모텍,ST,코스닥
052770,아이톡시,ST,코스닥
052790,액토즈소프트,ST,코스닥
052860,아이앤씨,ST,코스닥
052900,KX하이텍,ST,코스닥
053030,바이넥스,ST,코스닥
053050,지에스이,ST,코스닥
053060,세동,ST,코스닥
053080,케이엔솔,ST,코스닥
053160,프리엠스,ST,코스닥
053260,금강철강,ST,코스닥
053270,구영테크,ST,코스닥
053280,예스24,ST,코스닥
053290,NE능률,ST,코스닥
053300,한국정보인증,ST,코스닥
053350,이니텍,ST,코스닥
053450,세코닉스,ST,코스닥
053580,웹케시,ST,코스닥
053590,한국테크놀로지,ST,코스닥
053610,프로텍,ST,코스닥
053620,태양,ST,코스닥
053700,삼보모터스,ST,코스닥
053800,안랩,ST,코스닥
053950,경남제약,ST,코스닥
053980,오상자이엘,ST,코스닥
054040,한국컴퓨터,ST,코스닥
054050,농우바이오,ST,코스닥
054090,삼진엘앤디,ST,코스닥
054180,메디콕스,ST,코스닥
054210,이랜텍,ST,코스닥
054220,비츠로시스,ST,코스닥
054300,팬스타엔터프라이즈,ST,코스닥
054410,케이피티유,ST,코스닥
054450,텔레칩스,ST,코스닥
054540,삼영엠텍,ST,코스닥
054620,APS,ST,코스닥
054630,에이디칩스,ST,코스닥
054670,대한뉴팜,ST,코스닥
054780,키이스트,ST,코스닥
054800,아이디스홀딩스,ST,코스닥
054920,한컴위드,ST,코스닥
054930,유신,ST,코스닥
054940,엑사이엔씨,ST,코스닥
054950,제이브이엠,ST,코스닥
056080,유진로봇,ST,코스닥
056090,이노시스,ST,코스닥
056190,에스에프에이,ST,코스닥
056360,코위버,ST,코스닥
056700,신화인터텍,ST,코스닥
056730,CNT85,ST,코스닥
057030,YBM넷,ST,코스닥
057540,옴니시스템,ST,코스닥
057680,티사이언티픽,ST,코스닥
057880,피에이치씨,ST,코스닥
058110,멕아이씨에스,ST,코스닥
058220,아리온,ST,코스닥
058400,KNN,ST,코스닥
058450,엔터파트너즈,ST,코스닥
058470,리노공업,ST,코스닥
058530,파나케이아,ST,코스닥
058610,에스피지,ST,코스닥
058630,엠게임,ST,코스닥
058820,CMG제약,ST,코스닥
058970,엠로,ST,코스닥
059090,미코,ST,코스닥
059100,아이컴포넌트,ST,코스닥
059120,아진엑스텍,ST,코스닥
059210,메타바이오메드,ST,코스닥
059270,해성티피씨,ST,코스닥
060150,인선이엔티,ST,코스닥
060230,소니드,ST,코스닥
060240,룽투코리아,ST,코스닥
060250,NHN KCP,ST,코스닥
060260,뉴보텍,ST,코스닥
060280,큐렉소,ST,코스닥
060310,3S,ST,코스닥
060370,LS마린솔루션,ST,코스닥
060380,동양에스텍,ST,코스닥
060480,국일신동,ST,코스닥
060540,에스에이티,ST,코스닥
060560,홈센타홀딩스,ST,코스닥
060570,드림어스컴퍼니,ST,코스닥
060590,씨티씨바이오,ST,코스닥
060720,KH바텍,ST,코스닥
060850,영림원소프트랩,ST,코스닥
060900,DGP,ST,코스닥
061040,알에프텍,ST,코스닥
061250,화일약품,ST,코스닥
061970,LB세미콘,ST,코스닥
062860,티엘아이,ST,코스닥
062970,피피아이,ST,코스닥
063080,컴투스홀딩스,ST,코스닥
063170,서울옥션,ST,코스닥
063440,SM Life Design,ST,코스닥
063570,한국전자금융,ST,코스닥
063760,이엘피,ST,코스닥
064090,웨스트라이즈,ST,코스닥
064240,홈캐스트,ST,코스닥
064260,다날,ST,코스닥
064290,인텍플러스,ST,코스닥
064480,브리지텍,ST,코스닥
064520,테크엘,ST,코스닥
064550,바이오니아,ST,코스닥
064760,티씨케이,ST,코스닥
064800,젬백스링크,ST,코스닥
064820,케이프,ST,코스닥
064850,에프앤가이드,ST,코스닥
065060,지엔코,ST,코스닥
065130,탑엔지니어링,ST,코스닥
065150,대산F&B,ST,코스닥
065170,비엘팜텍,ST,코스닥
065350,신성델타테크,ST,코스닥
065370,위세아이텍,ST,코스닥
065420,에스아이리소스,ST,코스닥
065440,이루온,ST,코스닥
065450,빅텍,ST,코스닥
065500,오리엔트정공,ST,코스닥
065510,휴비츠,ST,코스닥
065530,와이어블,ST,코스닥
065560,녹원씨엔아이,ST,코스닥
065570,삼영이엔씨,ST,코스닥
065650,메디프론,ST,코스닥
065660,안트로젠,ST,코스닥
065680,우주일렉트로,ST,코스닥
065690,파커스,ST,코스닥
065710,서호전기,ST,코스닥
065770,CS,ST,코스닥
065950,웰크론,ST,코스닥
066130,하츠,ST,코스닥
066310,큐에스아이,ST,코스닥
066360,체리부로,ST,코스닥
066410,버킷스튜디오,ST,코스닥
066430,와이오엠,ST,코스닥
066590,우수AMS,ST,코스닥
066620,국보디자인,ST,코스닥
066670,디스플레이텍,ST,코스닥
066700,테라젠이텍스,ST,코스닥
066790,씨씨에스,ST,코스닥
066900,디에이피,ST,코스닥
066910,손오공,ST,코스닥
066980,한성크린텍,ST,코스닥
067000,조이시티,ST,코스닥
067010,이씨에스,ST,코스닥
067080,대화제약,ST,코스닥
067160,아프리카TV,ST,코스닥
067170,오텍,ST,코스닥
067280,멀티캠퍼스,ST,코스닥
067290,JW신약,ST,코스닥
067310,하나마이크론,ST,코스닥
067370,선바이오,ST,코스닥
067390,아스트,ST,코스닥
067570,엔브이에이치코리아,ST,코스닥
067630,HLB생명과학,ST,코스닥
067730,로지시스,ST,코스닥
067770,세진티에스,ST,코스닥
067900,와이엔텍,ST,코스닥
067920,이글루,ST,코스닥
067990,도이치모터스,ST,코스닥
068050,팬엔터테인먼트,ST,코스닥
068100,케이웨더,ST,코스닥
068240,다원시스,ST,코스닥
068330,일신바이오,ST,코스닥
068760,셀트리온제약,ST,코스닥
068790,DMS,ST,코스닥
068930,디지털대성,ST,코스닥
068940,셀피글로벌,ST,코스닥
069080,웹젠,ST,코스닥
069140,누리플랜,ST,코스닥
069330,유아이디,ST,코스닥
069410,엔텔스,ST,코스닥
069510,에스텍,ST,코스닥
069540,라이트론,ST,코스닥
069920,아이에스이커머스,ST,코스닥
070300,엑스큐어,ST,코스닥
070590,한솔인티큐브,ST,코스닥
071200,인피니트헬스케어,ST,코스닥
071280,로체시스템즈,ST,코스닥
071460,위니아,ST,코스닥
071670,에이테크솔루션,ST,코스닥
071850,캐스텍코리아,ST,코스닥
072020,중앙백신,ST,코스닥
072470,우리산업홀딩스,ST,코스닥
072520,제넨바이오,ST,코스닥
072770,율호,ST,코스닥
072870,메가스터디,ST,코스닥
072950,빛샘전자,ST,코스닥
072990,에이치시티,ST,코스닥
073010,케이에스피,ST,코스닥
073110,엘엠에스,ST,코스닥
073190,듀오백,ST,코스닥
073490,이노와이어리스,ST,코스닥
073540,에프알텍,ST,코스닥
073560,우리손에프앤지,ST,코스닥
073570,리튬포어스,ST,코스닥
073640,테라사이언스,ST,코스닥
074430,아미노로직스,ST,코스닥
074600,원익QnC,ST,코스닥
075130,플랜티넷,ST,코스닥
075970,동국알앤에스,ST,코스닥
076080,웰크론한텍,ST,코스닥
076610,해성옵틱스,ST,코스닥
077360,덕산하이메탈,ST,코스닥
078020,이베스트투자증권,ST,코스닥
078070,유비쿼스홀딩스,ST,코스닥
078130,국일제지,ST,코스닥
078140,대봉엘에스,ST,코스닥
078150,HB테크놀러지,ST,코스닥
078160,메디포스트,ST,코스닥
078340,컴투스,ST,코스닥
078350,한양디지텍,ST,코스닥
078590,휴림에이텍,ST,코스닥
078600,대주전자재료,ST,코스닥
078860,아이오케이,ST,코스닥
078890,가온그룹,ST,코스닥
078940,퀀타피아,ST,코스닥
079000,와토스코리아,ST,코스닥
079170,한창산업,ST,코스닥
079190,케스피온,ST,코스닥
079370,제우스,ST,코스닥
079650,서산,ST,코스닥
079810,디이엔티,ST,코스닥
079940,가비아,ST,코스닥
079950,인베니아,ST,코스닥
079960,동양이엔피,ST,코스닥
079970,투비소프트,ST,코스닥
080000,에스엔유,ST,코스닥
080010,이상네트웍스,ST,코스닥
080160,모두투어,ST,코스닥
080220,제주반도체,ST,코스닥
080420,모다이노칩,ST,코스닥
080470,성창오토텍,ST,코스닥
080520,오디텍,ST,코스닥
080530,코디,ST,코스닥
080580,오킨스전자,ST,코스닥
080720,한국유니온제약,ST,코스닥
081150,티플랙스,ST,코스닥
081580,성우전자,ST,코스닥
082210,옵트론텍,ST,코스닥
082270,젬백스,ST,코스닥
082660,코스나인,ST,코스닥
082800,비보존 제약,ST,코스닥
082850,우리바이오,ST,코스닥
082920,비츠로셀,ST,코스닥
083310,엘오티베큠,ST,코스닥
083450,GST,ST,코스닥
083470,이엠앤아이,ST,코스닥
083500,에프엔에스테크,ST,코스닥
083550,케이엠,ST,코스닥
083640,인콘,ST,코스닥
083650,비에이치아이,ST,코스닥
083660,CSA 코스믹,ST,코스닥
083790,CG인바이츠,ST,코스닥
083930,아바코,ST,코스닥
084110,휴온스글로벌,ST,코스닥
084180,수성샐바시온,ST,코스닥
084370,유진테크,ST,코스닥
084440,유비온,ST,코스닥
084650,랩지노믹스,ST,코스닥
084730,팅크웨어,ST,코스닥
084850,아이티엠반도체,ST,코스닥
084990,헬릭스미스,ST,코스닥
085660,차바이오텍,ST,코스닥
085670,뉴프렉스,ST,코스닥
085810,알티캐스트,ST,코스닥
085910,네오티스,ST,코스닥
086040,바이오톡스텍,ST,코스닥
086060,진바이오텍,ST,코스닥
086390,유니테스트,ST,코스닥
086450,동국제약,ST,코스닥
086520,에코프로,ST,코스닥
086670,비엠티,ST,코스닥
086710,선진뷰티사이언스,ST,코스닥
086820,바이오솔루션,ST,코스닥
086890,이수앱지스,ST,코스닥
086900,메디톡스,ST,코스닥
086960,MDS테크,ST,코스닥
086980,쇼박스,ST,코스닥
087010,펩트론,ST,코스닥
087260,모바일어플라이언스,ST,코스닥
087600,픽셀플러스,ST,코스닥
088130,동아엘텍,ST,코스닥
088280,쏘닉스,ST,코스닥
088290,이원컴포텍,ST,코스닥
088390,이녹스,ST,코스닥
088800,에이스테크,ST,코스닥
088910,동우팜투테이블,ST,코스닥
089010,켐트로닉스,ST,코스닥
089030,테크윙,ST,코스닥
089140,넥스턴바이오,ST,코스닥
089150,케이씨티,ST,코스닥
089230,THE E&M,ST,코스닥
089530,에이티세미콘,ST,코스닥
089600,나스미디어,ST,코스닥
089790,제이티,ST,코스닥
089850,유비벨록스,ST,코스닥
089890,코세스,ST,코스닥
089970,에이피티씨,ST,코스닥
089980,상아프론테크,ST,코스닥
090150,아이윈,ST,코스닥
090360,로보스타,ST,코스닥
090410,덕신하우징,ST,코스닥
090470,제이스텍,ST,코스닥
090710,휴림로봇,ST,코스닥
090850,현대이지웰,ST,코스닥
091120,이엠텍,ST,코스닥
091340,S&K폴리텍,ST,코스닥
091440,한울소재과학,ST,코스닥
091580,상신이디피,ST,코스닥
091590,남화토건,ST,코스닥
091700,파트론,ST,코스닥
091970,나노캠텍,ST,코스닥
092040,아미코젠,ST,코스닥
092070,디엔에프,ST,코스닥
092130,이크레더블,ST,코스닥
092190,서울바이오시스,ST,코스닥
092300,현우산업,ST,코스닥
092460,한라IMS,ST,코스닥
092600,앤씨앤,ST,코스닥
092730,네오팜,ST,코스닥
092870,엑시콘,ST,코스닥
093190,빅솔론,ST,코스닥
093320,케이아이엔엑스,ST,코스닥
093380,풍강,ST,코스닥
093520,매커스,ST,코스닥
093640,케이알엠,ST,코스닥
093920,서원인텍,ST,코스닥
094170,동운아나텍,ST,코스닥
094360,칩스앤미디어,ST,코스닥
094480,갤럭시아머니트리,ST,코스닥
094820,일진파워,ST,코스닥
094840,슈프리마에이치큐,ST,코스닥
094850,참좋은여행,ST,코스닥
094860,네오리진,ST,코스닥
094940,푸른기술,ST,코스닥
094970,제이엠티,ST,코스닥
095190,이엠코리아,ST,코스닥
095270,웨이브일렉트로,ST,코스닥
095340,ISC,ST,코스닥
095500,미래나노텍,ST,코스닥
095610,테스,ST,코스닥
095660,네오위즈,ST,코스닥
095700,제넥신,ST,코스닥
095910,에스에너지,ST,코스닥
096040,이트론,ST,코스닥
096240,크레버스,ST,코스닥
096350,대창솔루션,ST,코스닥
096530,씨젠,ST,코스닥
096610,알에프세미,ST,코스닥
096630,에스코넥,ST,코스닥
096690,에이루트,ST,코스닥
096870,엘디티,ST,코스닥
097780,에코볼트,ST,코스닥
097800,윈팩,ST,코스닥
097870,효성오앤비,ST,코스닥
098120,마이크로컨텍솔,ST,코스닥
098460,고영,ST,코스닥
098660,에스티오,ST,코스닥
099190,아이센스,ST,코스닥
099220,SDN,ST,코스닥
099320,쎄트렉아이,ST,코스닥
099390,브레인즈컴퍼니,ST,코스닥
099410,동방선기,ST,코스닥
099430,바이오플러스,ST,코스닥
099440,스맥,ST,코스닥
099520,ITX-AI,ST,코스닥
099750,이지케어텍,ST,코스닥
100030,인지소프트,ST,코스닥
100120,뷰웍스,ST,코스닥
100130,동국S&C,ST,코스닥
100590,머큐리,ST,코스닥
100660,서암기계공업,ST,코스닥
100700,세운메디칼,ST,코스닥
100790,미래에셋벤처투자,ST,코스닥
101000,상상인인더스트리,ST,코스닥
101160,월덱스,ST,코스닥
101170,우림피티에스,ST,코스닥
101240,씨큐브,ST,코스닥
101330,모베이스,ST,코스닥
101360,에코앤드림,ST,코스닥
101390,아이엠,ST,코스닥
101400,엔시트론,ST,코스닥
101490,에스앤에스텍,ST,코스닥
101670,하이드로리튬,ST,코스닥
101680,한국정밀기계,ST,코스닥
101730,위메이드맥스,ST,코스닥
101930,인화정공,ST,코스닥
102120,어보브반도체,ST,코스닥
102370,케이옥션,ST,코스닥
102710,이엔에프테크놀로지,ST,코스닥
102940,코오롱생명과학,ST,코스닥
103230,에스앤더블류,ST,코스닥
103840,우양,ST,코스닥
104040,대성파인텍,ST,코스닥
104200,NHN벅스,ST,코스닥
104460,디와이피엔에프,ST,코스닥
104480,티케이케미칼,ST,코스닥
104540,코렌텍,ST,코스닥
104620,노랑풍선,ST,코스닥
104830,원익머트리얼즈,ST,코스닥
105330,케이엔더블유,ST,코스닥
105550,트루윈,ST,코스닥
105740,디케이락,ST,코스닥
105760,포스뱅크,ST,코스닥
106080,하이소닉,ST,코스닥
106190,하이텍팜,ST,코스닥
106240,파인테크닉스,ST,코스닥
106520,노블엠앤비,ST,코스닥
107600,새빗켐,ST,코스닥
108230,톱텍,ST,코스닥
108380,대양전기공업,ST,코스닥
108490,로보티즈,ST,코스닥
108860,셀바스AI,ST,코스닥
109080,옵티시스,ST,코스닥
109610,에스와이,ST,코스닥
109670,씨싸이트,ST,코스닥
109740,디에스케이,ST,코스닥
109820,진매트릭스,ST,코스닥
109860,동일금속,ST,코스닥
109960,에이프로젠 H&G,ST,코스닥
110020,전진바이오팜,ST,코스닥
110790,크리스에프앤씨,ST,코스닥
110990,디아이티,ST,코스닥
111710,남화산업,ST,코스닥
111870,KH 전자,ST,코스닥
112040,위메이드,ST,코스닥
112290,와이씨켐,ST,코스닥
113810,디젠스,ST,코스닥
114190,강원에너지,ST,코스닥
114450,그린생명과학,ST,코스닥
114630,폴라리스우노,ST,코스닥
114810,한솔아이원스,ST,코스닥
114840,아이패밀리에스씨,ST,코스닥
115160,휴맥스,ST,코스닥
115180,큐리언트,ST,코스닥
115310,인포바인,ST,코스닥
115440,우리넷,ST,코스닥
115450,HLB테라퓨틱스,ST,코스닥
115480,씨유메디칼,ST,코스닥
115500,케이씨에스,ST,코스닥
115530,씨엔플러스,ST,코스닥
115570,스타플렉스,ST,코스닥
115610,이미지스,ST,코스닥
115960,연우,ST,코스닥
117670,알파홀딩스,ST,코스닥
117730,티로보틱스,ST,코스닥
118990,모트렉스,ST,코스닥
119500,포메탈,ST,코스닥
119610,인터로조,ST,코스닥
119830,아이텍,ST,코스닥
119850,지엔씨에너지,ST,코스닥
119860,커넥트웨이브,ST,코스닥
120240,대정화금,ST,코스닥
121440,골프존뉴딘홀딩스,ST,코스닥
121600,나노신소재,ST,코스닥
121800,비덴트,ST,코스닥
121850,코이즈,ST,코스닥
121890,에스디시스템,ST,코스닥
122310,제노레이,ST,코스닥
122350,삼기,ST,코스닥
122450,KX,ST,코스닥
122640,예스티,ST,코스닥
122690,서진오토모티브,ST,코스닥
122870,와이지엔터테인먼트,ST,코스닥
122990,와이솔,ST,코스닥
123010,아이윈플러스,ST,코스닥
123040,엠에스오토텍,ST,코스닥
123330,제닉,ST,코스닥
123410,코리아에프티,ST,코스닥
123420,위메이드플레이,ST,코스닥
123570,이엠넷,ST,코스닥
123750,알톤스포츠,ST,코스닥
123840,한일진공,ST,코스닥
123860,아나패스,ST,코스닥
124500,아이티센,ST,코스닥
124560,태웅로직스,ST,코스닥
125210,아모그린텍,ST,코스닥
126340,비나텍,ST,코스닥
126600,BGF에코머티리얼즈,ST,코스닥
126640,화신정공,ST,코스닥
126700,하이비젼시스템,ST,코스닥
126880,제이엔케이히터,ST,코스닥
127120,디엔에이링크,ST,코스닥
127710,아시아경제,ST,코스닥
127980,화인써키트,ST,코스닥
128540,에코캡,ST,코스닥
128660,피제이메탈,ST,코스닥
129890,앱코,ST,코스닥
129920,대성하이텍,ST,코스닥
130500,GH신소재,ST,코스닥
130580,나이스디앤비,ST,코스닥
130740,티피씨글로벌,ST,코스닥
131030,옵투스제약,ST,코스닥
131090,시큐브,ST,코스닥
131100,티엔엔터테인먼트,ST,코스닥
131180,딜리,ST,코스닥
131220,대한과학,ST,코스닥
131290,티에스이,ST,코스닥
131370,알서포트,ST,코스닥
131400,이브이첨단소재,ST,코스닥
131760,파인텍,ST,코스닥
131970,두산테스나,ST,코스닥
133750,메가엠디,ST,코스닥
134060,이퓨쳐,ST,코스닥
134580,탑코미디어,ST,코스닥
136410,아셈스,ST,코스닥
136480,하림,ST,코스닥
136510,스마트솔루션즈,ST,코스닥
136540,윈스,ST,코스닥
137080,나래나노텍,ST,코스닥
137400,피엔티,ST,코스닥
137940,넥스트아이,ST,코스닥
137950,제이씨케미칼,ST,코스닥
138070,신진에스엠,ST,코스닥
138080,오이솔루션,ST,코스닥
138360,협진,ST,코스닥
138580,비즈니스온,ST,코스닥
138610,나이벡,ST,코스닥
139050,BF랩스,ST,코스닥
139670,키네마스터,ST,코스닥
140070,서플러스글로벌,ST,코스닥
140410,메지온,ST,코스닥
140520,대창스틸,ST,코스닥
140670,알에스오토메이션,ST,코스닥
140860,파크시스템스,ST,코스닥
141000,비아트론,ST,코스닥
141080,레고켐바이오,ST,코스닥
142210,유니트론텍,ST,코스닥
142280,녹십자엠에스,ST,코스닥
142760,비엘,ST,코스닥
143160,아이디스,ST,코스닥
143240,사람인,ST,코스닥
143540,영우디에스피,ST,코스닥
144510,지씨셀,ST,코스닥
144960,뉴파워프라즈마,ST,코스닥
145020,휴젤,ST,코스닥
146060,율촌,ST,코스닥
146320,비씨엔씨,ST,코스닥
147760,피엠티,ST,코스닥
147830,제룡산업,ST,코스닥
148140,비디아이,ST,코스닥
148150,세경하이테크,ST,코스닥
148250,알엔투테크놀로지,ST,코스닥
148780,비플라이소프트,ST,코스닥
148930,에이치와이티씨,ST,코스닥
149950,아바텍,ST,코스닥
149980,하이로닉,ST,코스닥
150840,인트로메딕,ST,코스닥
150900,파수,ST,코스닥
151860,KG ETS,ST,코스닥
151910,SBW생명과학,ST,코스닥
153460,네이블,ST,코스닥
153490,우리이앤엘,ST,코스닥
153710,옵티팜,ST,코스닥
154030,아시아종묘,ST,코스닥
154040,다산솔루에타,ST,코스닥
155650,와이엠씨,ST,코스닥
156100,엘앤케이바이오,ST,코스닥
158430,아톤,ST,코스닥
159010,아스플로,ST,코스닥
159580,제로투세븐,ST,코스닥
159910,스킨앤스킨,ST,코스닥
160550,NEW,ST,코스닥
160600,이큐셀,ST,코스닥
160980,싸이맥스,ST,코스닥
161570,THE MIDONG,ST,코스닥
161580,필옵틱스,ST,코스닥
162300,신스틸,ST,코스닥
163730,핑거,ST,코스닥
164060,이루다,ST,코스닥
166090,하나머티리얼즈,ST,코스닥
166480,코아스템켐온,ST,코스닥
168330,내츄럴엔도텍,ST,코스닥
